place_id,place,name,Type,Best Season,Activities,Location,description,Rating,festival,No of People Visited,image,price per night
484,Kudligi,Sharanas Resort,Pilgrimage,Monsoon,Birdwatching,"Kudligi, Ballari",Pilgrimage spot known for peace.,2.7,Diwali,19154,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9990
485,Hospet,Rudra Retreat,Heritage,Monsoon,Boating,"Hospet, Ballari",Heritage spot known for culture.,4,Mahashivaratri,22568,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,5751
486,Kudligi,Mallige Homestay,Camping,Winter,Trekking,"Kudligi, Ballari",Camping spot known for history.,3.9,Diwali,24594,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,9136
487,Sandur,Vaibhava Resort,Cultural,Winter,Camping,"Sandur, Ballari",Cultural spot known for beauty.,2,Dasara,22251,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7460
488,Kudligi,Heritage Resort,Wildlife,Summer,Shopping,"Kudligi, Ballari",Wildlife spot known for culture.,4.7,Makar Sankranti,17412,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9235
489,Bellary City,Waterfall Cottages,Pilgrimage,Winter,Shopping,"Bellary City, Ballari",Pilgrimage spot known for serenity.,1.7,Dasara,10861,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,4006
490,Hampi,Rudra Stay,Camping,Monsoon,Temple visit,"Hampi, Ballari",Camping spot known for serenity.,1.8,Mahashivaratri,19391,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,8922
491,Kudligi,Heritage Homestay,Pilgrimage,Monsoon,Temple visit,"Kudligi, Ballari",Pilgrimage spot known for culture.,1.9,Dasara,19921,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4212
492,Hampi,Waterfall Retreat,Heritage,Winter,Camping,"Hampi, Ballari",Heritage spot known for beauty.,2.7,Makar Sankranti,9956,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,2823
493,Sandur,Heritage Stay,Cultural,Monsoon,Sightseeing,"Sandur, Ballari",Cultural spot known for culture.,2.6,Banashankari Jatre,5014,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5983
494,Hospet,Waterfall Homestay,Pilgrimage,Monsoon,Temple visit,"Hospet, Ballari",Pilgrimage spot known for culture.,4,Diwali,22912,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8242
495,Hospet,Kalyani Retreat,Camping,Summer,Birdwatching,"Hospet, Ballari",Camping spot known for adventure.,5,Banashankari Jatre,13202,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3487
496,Bellary City,Nirvana Camps,Nature,Winter,Camping,"Bellary City, Ballari",Nature spot known for nature.,2.1,Makar Sankranti,20234,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9188
497,Kudligi,Krishna Retreat,Nature,Winter,Boating,"Kudligi, Ballari",Nature spot known for peace.,2.7,Makar Sankranti,7768,https://q-xx.bstatic.com/xdata/images/hotel/max500/490989526.jpg?k=01cae1a25869f2814bd82ca9f0777a73abe2bac936e63bdde0441981c7706a62&o=,8506
498,Hospet,Nirvana Resort,Heritage,Summer,Sightseeing,"Hospet, Ballari",Heritage spot known for peace.,1.9,Makar Sankranti,8693,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,6983
499,Hampi,Nirvana Stay,Heritage,Monsoon,Birdwatching,"Hampi, Ballari",Heritage spot known for nature.,4.3,Karthika Deepotsava,12290,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,8995
500,Hospet,Vaibhava Resort,Cultural,Monsoon,Trekking,"Hospet, Ballari",Cultural spot known for adventure.,4.4,Ugadi,2842,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,7882
501,Kudligi,Nirvana Camps,Nature,Winter,Shopping,"Kudligi, Ballari",Nature spot known for beauty.,3.5,Ugadi,17987,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8950
502,Hampi,Mallige Cottages,Adventure,Winter,Temple visit,"Hampi, Ballari",Adventure spot known for nature.,3.8,Makar Sankranti,2868,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,6290
503,Hospet,Krishna Stay,Camping,Winter,Birdwatching,"Hospet, Ballari",Camping spot known for history.,2.9,Basava Jayanthi,15299,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,9221
504,Hospet,Ilkal Resort,Cultural,Winter,Sightseeing,"Hospet, Ballari",Cultural spot known for history.,2.2,Diwali,16826,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3428
505,Hampi,Ilkal Homestay,Pilgrimage,Winter,Trekking,"Hampi, Ballari",Pilgrimage spot known for beauty.,2.7,Makar Sankranti,20240,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,2376
506,Kudligi,Kalyani Resort,Cultural,Winter,Sightseeing,"Kudligi, Ballari",Cultural spot known for adventure.,1.5,Karthika Deepotsava,17308,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5036
507,Sandur,Mallige Inn,Adventure,Winter,Sightseeing,"Sandur, Ballari",Adventure spot known for beauty.,2.2,Karthika Deepotsava,5164,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7192
508,Kudligi,Vaibhava Guest House,Nature,Summer,Camping,"Kudligi, Ballari",Nature spot known for culture.,5,Karthika Deepotsava,19730,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9103
509,Kudligi,Krishna Inn,Adventure,Summer,Boating,"Kudligi, Ballari",Adventure spot known for culture.,2.6,Mahashivaratri,13715,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8287
510,Sandur,Waterfall Guest House,Nature,Monsoon,Shopping,"Sandur, Ballari",Nature spot known for pilgrimage.,5,Karthika Deepotsava,18034,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3279
511,Basavakalyan,Nirvana Camps,Nature,Winter,Boating,"Basavakalyan, Bidar",Nature spot known for peace.,3.9,Dasara,22461,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,5418
512,Basavakalyan,Mallige Guest House,Adventure,Winter,Shopping,"Basavakalyan, Bidar",Adventure spot known for serenity.,3,Mahashivaratri,8866,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,5630
513,Bhalki,Rudra Resort,Camping,Summer,Camping,"Bhalki, Bidar",Camping spot known for pilgrimage.,3.5,Banashankari Jatre,20818,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4236
514,Aurad,Rudra Homestay,Adventure,Summer,Trekking,"Aurad, Bidar",Adventure spot known for adventure.,3.3,Dasara,19993,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7212
515,Aurad,Rudra Camps,Pilgrimage,Monsoon,Birdwatching,"Aurad, Bidar",Pilgrimage spot known for history.,3.7,Dasara,9635,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8910
516,Bidar Fort,Vaibhava Stay,Nature,Summer,Birdwatching,"Bidar Fort, Bidar",Nature spot known for beauty.,2.4,Diwali,2217,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,2822
517,Basavakalyan,Nirvana Camps,Pilgrimage,Winter,Camping,"Basavakalyan, Bidar",Pilgrimage spot known for pilgrimage.,3.5,Karthika Deepotsava,24642,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9327
518,Aurad,Heritage Retreat,Camping,Monsoon,Camping,"Aurad, Bidar",Camping spot known for nature.,3.5,Dasara,8520,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3855
519,Bhalki,Nirvana Resort,Cultural,Monsoon,Birdwatching,"Bhalki, Bidar",Cultural spot known for culture.,4.1,Makar Sankranti,22208,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5157
520,Bidar Fort,Heritage Cottages,Adventure,Winter,Boating,"Bidar Fort, Bidar",Adventure spot known for nature.,4.3,Ugadi,16033,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4916
521,Humnabad,Waterfall Guest House,Wildlife,Winter,Birdwatching,"Humnabad, Bidar",Wildlife spot known for pilgrimage.,3,Diwali,16290,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,8770
522,Aurad,Ilkal Stay,Cultural,Winter,Birdwatching,"Aurad, Bidar",Cultural spot known for adventure.,3.4,Dasara,13983,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,5333
523,Bhalki,Sharanas Camps,Heritage,Summer,Temple visit,"Bhalki, Bidar",Heritage spot known for pilgrimage.,1.6,Mahashivaratri,15518,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,3880
524,Humnabad,Sharanas Stay,Wildlife,Monsoon,Trekking,"Humnabad, Bidar",Wildlife spot known for culture.,1.6,Banashankari Jatre,23968,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,7430
525,Basavakalyan,Mallige Camps,Cultural,Summer,Camping,"Basavakalyan, Bidar",Cultural spot known for adventure.,4.4,Diwali,16508,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6430
526,Humnabad,Kalyani Stay,Heritage,Winter,Sightseeing,"Humnabad, Bidar",Heritage spot known for peace.,1.7,Makar Sankranti,4269,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,5996
527,Bhalki,Vaibhava Inn,Nature,Summer,Shopping,"Bhalki, Bidar",Nature spot known for pilgrimage.,4.1,Basava Jayanthi,18718,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,5783
528,Basavakalyan,Mallige Cottages,Cultural,Monsoon,Trekking,"Basavakalyan, Bidar",Cultural spot known for culture.,4,Mahashivaratri,7158,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,4584
529,Bidar Fort,Kalyani Guest House,Camping,Summer,Boating,"Bidar Fort, Bidar",Camping spot known for pilgrimage.,3.8,Makar Sankranti,19097,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6630
530,Aurad,Mallige Stay,Adventure,Summer,Shopping,"Aurad, Bidar",Adventure spot known for peace.,4.7,Dasara,10504,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7829
531,Humnabad,Ilkal Cottages,Adventure,Monsoon,Temple visit,"Humnabad, Bidar",Adventure spot known for pilgrimage.,3.2,Mahashivaratri,22544,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5851
532,Bhalki,Rudra Cottages,Pilgrimage,Summer,Temple visit,"Bhalki, Bidar",Pilgrimage spot known for adventure.,5,Mahashivaratri,12974,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,3315
533,Humnabad,Rudra Inn,Camping,Summer,Sightseeing,"Humnabad, Bidar",Camping spot known for beauty.,4,Basava Jayanthi,22799,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,6953
534,Basavakalyan,Sharanas Inn,Adventure,Winter,Shopping,"Basavakalyan, Bidar",Adventure spot known for nature.,3.4,Makar Sankranti,16809,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9736
535,Bidar Fort,Waterfall Cottages,Pilgrimage,Winter,Boating,"Bidar Fort, Bidar",Pilgrimage spot known for nature.,1.7,Banashankari Jatre,24813,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8252
536,Bidar Fort,Heritage Guest House,Adventure,Winter,Camping,"Bidar Fort, Bidar",Adventure spot known for history.,4.7,Mahashivaratri,24874,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,4324
537,Humnabad,Sharanas Retreat,Nature,Summer,Trekking,"Humnabad, Bidar",Nature spot known for culture.,2.6,Basava Jayanthi,22098,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8799
538,Humnabad,Mallige Retreat,Camping,Winter,Temple visit,"Humnabad, Bidar",Camping spot known for nature.,3.3,Makar Sankranti,6700,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6882
539,Bidar Fort,Mallige Cottages,Camping,Summer,Sightseeing,"Bidar Fort, Bidar",Camping spot known for history.,4,Banashankari Jatre,16503,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4243
540,Basavakalyan,Waterfall Stay,Wildlife,Monsoon,Trekking,"Basavakalyan, Bidar",Wildlife spot known for serenity.,4.6,Diwali,1672,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9943
541,Sedam,Nirvana Resort,Nature,Winter,Temple visit,"Sedam, Kalaburagi",Nature spot known for peace.,2.9,Mahashivaratri,11458,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7672
542,Gulbarga Fort,Vaibhava Camps,Adventure,Monsoon,Shopping,"Gulbarga Fort, Kalaburagi",Adventure spot known for nature.,4.1,Karthika Deepotsava,5319,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8555
543,Shahabad,Ilkal Guest House,Camping,Winter,Trekking,"Shahabad, Kalaburagi",Camping spot known for peace.,4.9,Dasara,10334,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,2551
544,Shahabad,Heritage Retreat,Nature,Monsoon,Camping,"Shahabad, Kalaburagi",Nature spot known for culture.,3.1,Makar Sankranti,4228,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,8477
545,Gulbarga Fort,Rudra Stay,Cultural,Monsoon,Camping,"Gulbarga Fort, Kalaburagi",Cultural spot known for peace.,4.5,Mahashivaratri,14248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,8965
546,Chittapur,Mallige Homestay,Adventure,Winter,Shopping,"Chittapur, Kalaburagi",Adventure spot known for peace.,1.6,Diwali,2481,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,4157
547,Sedam,Mallige Stay,Pilgrimage,Monsoon,Temple visit,"Sedam, Kalaburagi",Pilgrimage spot known for nature.,4.3,Dasara,4658,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8003
548,Shahabad,Vaibhava Resort,Camping,Winter,Shopping,"Shahabad, Kalaburagi",Camping spot known for peace.,2.4,Makar Sankranti,17008,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,6599
549,Afzalpur,Mallige Homestay,Heritage,Summer,Boating,"Afzalpur, Kalaburagi",Heritage spot known for nature.,1.9,Ugadi,17437,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9692
550,Shahabad,Ilkal Retreat,Nature,Monsoon,Camping,"Shahabad, Kalaburagi",Nature spot known for beauty.,2.2,Ugadi,5552,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,6497
551,Gulbarga Fort,Kalyani Resort,Nature,Winter,Trekking,"Gulbarga Fort, Kalaburagi",Nature spot known for pilgrimage.,1.8,Banashankari Jatre,22801,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,6107
552,Sedam,Heritage Inn,Cultural,Winter,Shopping,"Sedam, Kalaburagi",Cultural spot known for culture.,2.3,Ugadi,15743,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,5283
553,Chittapur,Krishna Inn,Nature,Winter,Trekking,"Chittapur, Kalaburagi",Nature spot known for serenity.,3.7,Dasara,5090,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9483
554,Chittapur,Vaibhava Stay,Nature,Summer,Boating,"Chittapur, Kalaburagi",Nature spot known for pilgrimage.,1.9,Dasara,1574,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,9149
555,Afzalpur,Nirvana Inn,Cultural,Monsoon,Camping,"Afzalpur, Kalaburagi",Cultural spot known for pilgrimage.,4.9,Dasara,1002,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,5745
556,Afzalpur,Vaibhava Stay,Camping,Monsoon,Temple visit,"Afzalpur, Kalaburagi",Camping spot known for adventure.,4.4,Banashankari Jatre,1040,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,8606
557,Afzalpur,Mallige Camps,Heritage,Summer,Camping,"Afzalpur, Kalaburagi",Heritage spot known for serenity.,4.7,Basava Jayanthi,10764,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,7465
558,Chittapur,Waterfall Stay,Pilgrimage,Winter,Camping,"Chittapur, Kalaburagi",Pilgrimage spot known for adventure.,1.8,Dasara,7350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,9847
559,Gulbarga Fort,Waterfall Inn,Adventure,Winter,Shopping,"Gulbarga Fort, Kalaburagi",Adventure spot known for adventure.,2.4,Makar Sankranti,4028,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6366
560,Afzalpur,Heritage Inn,Camping,Summer,Shopping,"Afzalpur, Kalaburagi",Camping spot known for adventure.,2.5,Karthika Deepotsava,2307,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7599
561,Sedam,Krishna Camps,Camping,Winter,Camping,"Sedam, Kalaburagi",Camping spot known for peace.,2.1,Dasara,17704,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6096
562,Afzalpur,Ilkal Homestay,Nature,Winter,Temple visit,"Afzalpur, Kalaburagi",Nature spot known for culture.,1.8,Basava Jayanthi,10543,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8347
563,Gulbarga Fort,Heritage Guest House,Heritage,Monsoon,Temple visit,"Gulbarga Fort, Kalaburagi",Heritage spot known for culture.,3.4,Dasara,20805,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,6054
564,Chittapur,Vaibhava Camps,Cultural,Summer,Sightseeing,"Chittapur, Kalaburagi",Cultural spot known for culture.,2.4,Banashankari Jatre,9936,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9751
565,Chittapur,Ilkal Homestay,Adventure,Winter,Sightseeing,"Chittapur, Kalaburagi",Adventure spot known for adventure.,2.7,Makar Sankranti,4641,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,2393
566,Afzalpur,Krishna Guest House,Nature,Summer,Shopping,"Afzalpur, Kalaburagi",Nature spot known for peace.,3.1,Banashankari Jatre,8620,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,5256
567,Chittapur,Nirvana Retreat,Adventure,Winter,Camping,"Chittapur, Kalaburagi",Adventure spot known for nature.,2.1,Diwali,16444,https://karnatakatourism.org/wp-content/uploads/2020/08/palace-estate-coorg.png,9443
568,Sedam,Sharanas Guest House,Nature,Summer,Sightseeing,"Sedam, Kalaburagi",Nature spot known for nature.,4.7,Dasara,17992,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6872
569,Sedam,Rudra Stay,Nature,Summer,Camping,"Sedam, Kalaburagi",Nature spot known for adventure.,2.9,Ugadi,6505,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,2456
570,Gulbarga Fort,Waterfall Camps,Adventure,Summer,Sightseeing,"Gulbarga Fort, Kalaburagi",Adventure spot known for nature.,4.8,Ugadi,6133,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,2641
571,Gangavathi,Waterfall Homestay,Wildlife,Monsoon,Shopping,"Gangavathi, Koppala",Wildlife spot known for peace.,3.9,Makar Sankranti,17002,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9851
572,Kanakagiri,Rudra Inn,Adventure,Winter,Shopping,"Kanakagiri, Koppala",Adventure spot known for beauty.,2,Dasara,20788,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6768
573,Kanakagiri,Heritage Cottages,Wildlife,Summer,Camping,"Kanakagiri, Koppala",Wildlife spot known for adventure.,1.8,Mahashivaratri,19858,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,3149
574,Koppal City,Sharanas Resort,Heritage,Summer,Shopping,"Koppal City, Koppala",Heritage spot known for serenity.,2.8,Makar Sankranti,24552,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8964
575,Anegundi,Vaibhava Retreat,Camping,Summer,Trekking,"Anegundi, Koppala",Camping spot known for history.,4.5,Karthika Deepotsava,12347,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,7006
576,Kanakagiri,Waterfall Guest House,Cultural,Monsoon,Sightseeing,"Kanakagiri, Koppala",Cultural spot known for serenity.,4.4,Karthika Deepotsava,3786,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5408
577,Gangavathi,Heritage Retreat,Heritage,Winter,Shopping,"Gangavathi, Koppala",Heritage spot known for history.,2.6,Mahashivaratri,9890,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,9164
578,Gangavathi,Kalyani Guest House,Pilgrimage,Winter,Shopping,"Gangavathi, Koppala",Pilgrimage spot known for nature.,2.2,Makar Sankranti,11611,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4256
579,Kushtagi,Rudra Resort,Pilgrimage,Monsoon,Camping,"Kushtagi, Koppala",Pilgrimage spot known for history.,2.3,Banashankari Jatre,5769,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7315
580,Kushtagi,Vaibhava Camps,Nature,Winter,Birdwatching,"Kushtagi, Koppala",Nature spot known for pilgrimage.,3.3,Banashankari Jatre,2673,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6917
